id;name;geoid;geoname;value;datetime
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;25610.1;2021-01-01T00:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;25218.4;2021-01-01T01:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;24264.80000000001;2021-01-01T02:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;22848.7;2021-01-01T03:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;22629.10000000001;2021-01-01T04:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;22540.8;2021-01-01T05:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;22801.1;2021-01-01T06:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;23417.1;2021-01-01T07:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;23388.1;2021-01-01T08:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;24789.7;2021-01-01T09:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;26842.9;2021-01-01T10:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;29157.3;2021-01-01T11:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;30636.6;2021-01-01T12:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;31125.9;2021-01-01T13:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;31756.1;2021-01-01T14:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;29888;2021-01-01T15:00:00+01:00
10024;Operating Hourly Program Generation + storage + Balearic HVDC Link P48;;;28706;2021-01-01T16:00:00+01:00
